cgo,4096
chrome,0
ios,0
linkcheck,0
nacl,4096
reboot,0
swig,0
trace,0
wasm,0
errors,0
fortran,0
gmp,0
life,0
nocgo,0
stdio,0
test,8192
testasan,0
testcarchive,0
testcshared,0
testgodefs,0
testplugin,0
testsanitizers,0
testshared,0
testsigfwd,0
testso,0
testsovar,0
testtls,0
testdata,4096
helloworld,0
testdata,0
testdata,4096
stdio,0
testdata,8192
gcc68255,0
issue20266,0
issue23555a,0
issue23555b,0
issue24161arg,0
issue24161e0,0
issue24161e1,0
issue24161e2,0
issue24161res,0
issue26213,0
issue26430,0
issue26743,0
issue27054,0
issue27340,0
issue29563,0
issue30527,0
issue8756,0
issue8828,0
issue9026,0
issue9400,4096
issue9510a,0
issue9510b,0
testdata,4096
libgo,0
libgo2,0
libgo3,0
libgo4,0
libgo6,0
p,0
testdata,4096
go2c2go,0
libgo,0
libgo2,0
libgo4,0
libgo5,0
p,0
go,0
m1,0
m2,0
testdata,0
altpath,0
testdata,4096
testdata,0
common,0
plugin-mismatch,0
checkdwarf,0
common,0
host,0
iface,0
iface_a,0
iface_b,0
iface_i,0
issue18584,0
issue18676,0
issue19418,0
issue19529,0
issue19534,0
issue22175,0
issue22295.pkg,0
issue24351,0
issue25756,0
plugin1,0
plugin2,0
sub,0
unnamed1,0
unnamed2,0
dynamodbstreamsevt,0
plugin,0
plugin1,0
testdata,4096
testdata,4096
dep2,0
dep3,0
depBase,0
division,0
exe,0
exe2,0
exe3,0
execgo,0
explicit,0
global,0
globallib,0
iface,0
iface_a,0
iface_b,0
iface_i,0
implicit,0
implicitcmd,0
issue25065,0
issue30768,0
trivial,0
issue30768lib,0
testdata,0
testdata,0
gophertool,4096
testdata,0
bin,0
callback,0
stdio,0
include,0
tool,0
windows_amd64,8192
windows_amd64_race,8192
windows_amd64,4096
archive,0
compress,0
container,0
crypto,4096
database,0
debug,0
encoding,4096
go,4096
hash,0
html,0
image,0
index,0
internal,4096
io,0
log,0
math,0
mime,0
net,4096
os,0
path,0
regexp,0
runtime,0
sync,0
testing,0
text,0
unicode,0
vendor,0
ed25519,0
internal,0
x509,0
internal,0
sql,0
internal,0
color,0
internal,0
syscall,0
windows,0
http,4096
internal,0
rpc,0
internal,0
pprof,0
internal,0
internal,0
template,0
golang.org,0
x,0
crypto,4096
net,0
sys,0
text,0
cryptobyte,0
internal,0
dns,0
http,0
http2,0
secure,0
unicode,0
archive,0
compress,0
container,0
crypto,4096
database,0
debug,0
encoding,4096
go,4096
hash,0
html,0
image,0
index,0
internal,4096
io,0
log,0
math,0
mime,0
net,4096
os,0
path,0
regexp,0
runtime,0
sync,0
testing,0
text,0
unicode,0
vendor,0
ed25519,0
internal,0
x509,0
internal,0
sql,0
internal,0
color,0
internal,0
syscall,0
windows,0
http,4096
internal,0
rpc,0
internal,0
pprof,0
internal,0
internal,0
template,0
golang.org,0
x,0
crypto,4096
net,0
sys,0
text,0
cryptobyte,0
internal,0
dns,0
http,0
http2,0
secure,0
unicode,0
archive,0
bufio,0
builtin,0
bytes,4096
cmd,4096
compress,0
container,0
context,0
crypto,4096
database,0
debug,0
encoding,4096
errors,0
expvar,0
flag,0
fmt,4096
go,4096
hash,4096
html,4096
image,4096
index,0
internal,4096
io,4096
log,0
math,20480
mime,4096
net,40960
os,16384
path,0
plugin,0
reflect,4096
regexp,4096
runtime,98304
sort,4096
strconv,4096
strings,4096
sync,4096
syscall,65536
testdata,0
testing,4096
text,0
time,4096
unicode,4096
unsafe,0
vendor,0
tar,4096
zip,4096
testdata,8192
testdata,4096
addr2line,0
api,0
asm,0
buildid,0
cgo,4096
compile,0
cover,4096
dist,4096
doc,0
fix,4096
go,4096
gofmt,4096
internal,4096
link,4096
nm,0
objdump,0
pack,0
pprof,0
test2json,0
trace,4096
vendor,0
vet,0
testdata,0
src,0
issue21181,0
issue29837,0
pkg,0
dep,0
indirect,0
p,0
p,0
p1,0
p2,0
p3,0
internal,0
arch,0
asm,4096
flags,0
lex,0
testdata,4096
avx512enc,4096
internal,4096
amd64,0
arm,0
arm64,0
gc,12288
mips,0
mips64,0
ppc64,0
s390x,0
ssa,16384
syntax,4096
test,0
types,4096
wasm,0
x86,0
builtin,0
testdata,4096
gen,0
reproducible,0
gen,4096
testdata,4096
testdata,0
testdata,4096
html,0
testdata,0
nested,0
nested,0
internal,8192
testdata,8192
auth,0
base,4096
bug,0
cache,0
cfg,0
clean,0
cmdflag,0
dirhash,0
doc,0
envcmd,0
fix,0
fmtcmd,0
generate,0
get,4096
help,0
imports,4096
list,0
load,4096
lockedfile,4096
modcmd,4096
modconv,4096
modfetch,4096
modfile,4096
modget,0
modinfo,0
modload,4096
module,0
mvs,0
note,0
par,0
renameio,0
robustio,0
run,0
search,0
semver,0
str,0
sumweb,4096
test,0
tlog,0
tool,0
txtar,0
version,0
vet,0
web,4096
work,4096
testdata,0
android,4096
illumos,4096
star,0
internal,0
filelock,4096
testdata,4096
codehost,0
testdata,4096
badmod,0
failssh,0
generate,0
importcom,0
importcycle,0
local,0
